datetime,total_predicted_kWh,total_actual_kWh,hour,date
2019-11-04 16:00:00,1058.7890547052582,1067.5622579963454,16,2019-11-04
2019-11-04 17:00:00,1135.91493900155,954.5596150109699,17,2019-11-04
2019-11-04 18:00:00,1102.1652349865205,1150.0051661283967,18,2019-11-04
2019-11-04 19:00:00,1341.02025872253,1529.2595188066362,19,2019-11-04
2019-11-04 20:00:00,1355.7932204680494,1216.837631522104,20,2019-11-04
2019-11-04 21:00:00,885.0858309162809,863.9707816624611,21,2019-11-04
2019-11-04 22:00:00,1246.4626019525065,517.6379180694476,22,2019-11-04
2019-11-04 23:00:00,1008.9196480797283,3427.209467156491,23,2019-11-04
2019-11-05 01:00:00,3998.5202175117483,4232.116092159054,1,2019-11-05
2019-11-05 02:00:00,4289.650898329286,4264.643106108422,2,2019-11-05
2019-11-05 03:00:00,4332.718994803079,4302.297069887124,3,2019-11-05
2019-11-05 04:00:00,4324.699902397955,4338.126384883886,4,2019-11-05
2019-11-05 05:00:00,4247.929545300656,4320.7859258504195,5,2019-11-05
2019-11-05 06:00:00,2212.495442052428,3660.2010424834916,6,2019-11-05
2019-11-05 07:00:00,2226.34214924888,4076.297297957452,7,2019-11-05
2019-11-05 08:00:00,2483.2789626558742,1762.246099335196,8,2019-11-05
2019-11-05 09:00:00,3350.8604192154608,3883.6469223850518,9,2019-11-05
2019-11-05 10:00:00,3907.3231367023573,4069.7482385182084,10,2019-11-05
2019-11-05 11:00:00,4126.407373648306,4090.9318310184017,11,2019-11-05
2019-11-05 12:00:00,5012.999861038886,5038.7036957841765,12,2019-11-05
2019-11-05 13:00:00,5611.037509778873,5722.688184243551,13,2019-11-05
2019-11-05 14:00:00,4231.12981478456,4461.421415329833,14,2019-11-05
2019-11-05 15:00:00,2485.1604391873407,2675.018094429291,15,2019-11-05
2019-11-05 16:00:00,2468.6965445566275,2588.799348952822,16,2019-11-05
2019-11-05 17:00:00,2424.1663587350045,2560.2111087046096,17,2019-11-05
2019-11-05 18:00:00,2132.448964676229,2486.8264694518057,18,2019-11-05
2019-11-05 19:00:00,2828.8857016034126,2699.2906374435606,19,2019-11-05
2019-11-05 20:00:00,2079.995186487133,2069.4868600546633,20,2019-11-05
2019-11-05 21:00:00,2532.6936884410065,2420.8252327019704,21,2019-11-05
2019-11-05 22:00:00,2947.767755198973,2585.3069198024923,22,2019-11-05
2019-11-05 23:00:00,2839.6125093945325,3010.912301939026,23,2019-11-05
2019-11-06 01:00:00,3569.5154267402368,3668.559824692178,1,2019-11-06
2019-11-06 02:00:00,3708.1024579636123,3767.9012717874953,2,2019-11-06
2019-11-06 03:00:00,3823.9685967448668,3872.1966292792695,3,2019-11-06
2019-11-06 04:00:00,3875.697081893988,3954.7113820799077,4,2019-11-06
2019-11-06 05:00:00,4018.502495796359,4018.844815564392,5,2019-11-06
2019-11-06 06:00:00,2417.1939655557644,3584.2622106074746,6,2019-11-06
2019-11-06 07:00:00,1898.3624910781875,1133.4638788170444,7,2019-11-06
2019-11-06 08:00:00,1832.8586848929892,1876.2100394655808,8,2019-11-06
2019-11-06 09:00:00,3544.88156378648,3914.5726411689407,9,2019-11-06
2019-11-06 10:00:00,3918.2976089988338,3966.9628599333046,10,2019-11-06
2019-11-06 11:00:00,3988.640336558822,3959.007367086693,11,2019-11-06
2019-11-06 12:00:00,4828.639301249552,4707.913870569195,12,2019-11-06
2019-11-06 13:00:00,5109.102624928092,5788.118427881037,13,2019-11-06
2019-11-06 14:00:00,4443.002534687019,4345.361516827544,14,2019-11-06
2019-11-06 15:00:00,2679.4066496031064,2816.8391053975374,15,2019-11-06
2019-11-06 16:00:00,2506.000856839791,2619.13718767224,16,2019-11-06
2019-11-06 17:00:00,2621.0520495506016,2678.937735747224,17,2019-11-06
2019-11-06 18:00:00,2109.096042807473,2561.445006301032,18,2019-11-06
2019-11-06 19:00:00,2893.0928036699224,2881.2641942306227,19,2019-11-06
2019-11-06 20:00:00,2285.958322435763,2350.4046482174926,20,2019-11-06
2019-11-06 21:00:00,2503.0684058570205,2780.0096150448016,21,2019-11-06
2019-11-06 22:00:00,3445.3474123168166,3646.2659527015394,22,2019-11-06
2019-11-06 23:00:00,2823.384629282543,1835.3541735010529,23,2019-11-06
2019-11-07 01:00:00,3249.525635122659,3882.4492997925104,1,2019-11-07
2019-11-07 02:00:00,4012.5431686450324,4042.5889470541256,2,2019-11-07
2019-11-07 03:00:00,4187.861714586972,4209.562732921936,3,2019-11-07
2019-11-07 04:00:00,4345.851998818548,4324.58963351005,4,2019-11-07
2019-11-07 05:00:00,4483.374485860119,4428.952820856089,5,2019-11-07
2019-11-07 06:00:00,3352.205237324608,742.5484634494067,6,2019-11-07
2019-11-07 07:00:00,1115.1476457394665,652.0733761460613,7,2019-11-07
2019-11-07 08:00:00,1831.347395069682,2380.1640923097507,8,2019-11-07
2019-11-07 09:00:00,3732.3918722708368,3655.44746774119,9,2019-11-07
2019-11-07 10:00:00,3667.445252990648,3615.599992021013,10,2019-11-07
2019-11-07 11:00:00,3731.10756827604,3867.3706300195845,11,2019-11-07
2019-11-07 12:00:00,4532.0429075523225,4429.091744375006,12,2019-11-07
2019-11-07 13:00:00,4530.53023806185,4315.896329754301,13,2019-11-07
2019-11-07 14:00:00,3695.5005891294286,3406.8264662701035,14,2019-11-07
2019-11-07 15:00:00,2665.732416917477,2634.057546552546,15,2019-11-07
2019-11-07 16:00:00,2540.2081136020684,2415.614279266266,16,2019-11-07
2019-11-07 17:00:00,2319.247003622665,2721.3754301051304,17,2019-11-07
2019-11-07 18:00:00,2241.570467327657,1951.9189584272508,18,2019-11-07
2019-11-07 19:00:00,2844.929922456964,2567.254381542418,19,2019-11-07
2019-11-07 20:00:00,2069.2226261473315,2423.2451408212282,20,2019-11-07
2019-11-07 21:00:00,1989.3969091633953,2119.5454083796926,21,2019-11-07
2019-11-07 22:00:00,2660.6465260353602,3314.6365171482034,22,2019-11-07
2019-11-07 23:00:00,2841.7688029810047,1477.1388395623483,23,2019-11-07
2019-11-08 01:00:00,2787.120402636344,3121.4543377636946,1,2019-11-08
2019-11-08 02:00:00,3383.8689757054276,3259.1297031872323,2,2019-11-08
2019-11-08 03:00:00,3491.459204355304,3375.539966909813,3,2019-11-08
2019-11-08 04:00:00,3562.6533377739993,3460.098866901324,4,2019-11-08
2019-11-08 05:00:00,3625.138257609846,3518.5914740342605,5,2019-11-08
2019-11-08 06:00:00,3002.789918007753,3099.580915496082,6,2019-11-08
2019-11-08 07:00:00,2558.619502050941,3038.2577966337376,7,2019-11-08
2019-11-08 08:00:00,2654.4130089806977,2515.082743645141,8,2019-11-08
2019-11-08 09:00:00,3529.256889429146,3616.9288979241364,9,2019-11-08
2019-11-08 10:00:00,3639.0433239570457,3546.610544711721,10,2019-11-08
2019-11-08 11:00:00,3603.068836695115,3417.932898127464,11,2019-11-08
2019-11-08 12:00:00,3920.8549840027854,3686.9266422978426,12,2019-11-08
2019-11-08 13:00:00,3906.986650100036,3832.9065788194766,13,2019-11-08
2019-11-08 14:00:00,3300.6908816159757,3067.5204548799557,14,2019-11-08
2019-11-08 15:00:00,2656.9093148802663,2445.0869878802478,15,2019-11-08
2019-11-08 16:00:00,2250.7462004525487,2150.6906233236223,16,2019-11-08
2019-11-08 17:00:00,2239.063857928543,2450.5415915994827,17,2019-11-08
2019-11-08 18:00:00,2082.329324411438,2094.6954550208566,18,2019-11-08
2019-11-08 19:00:00,2615.069979492397,2656.8139530955727,19,2019-11-08
2019-11-08 20:00:00,2010.1647280296547,2012.400276868378,20,2019-11-08
2019-11-08 21:00:00,1969.0855256263371,1980.6533439908517,21,2019-11-08
2019-11-08 22:00:00,2409.2997077608925,2238.054329604809,22,2019-11-08
2019-11-08 23:00:00,1851.1356986457165,1133.3100917223478,23,2019-11-08
2019-11-09 01:00:00,2436.2428313388236,2232.943338554631,1,2019-11-09
2019-11-09 02:00:00,2455.9002741101613,2413.518126190179,2,2019-11-09
2019-11-09 03:00:00,2635.8981485497316,2557.963984130106,3,2019-11-09
2019-11-09 04:00:00,2732.4767975532673,2665.224924808234,4,2019-11-09
2019-11-09 05:00:00,2868.661137300692,2801.0497828069224,5,2019-11-09
2019-11-09 06:00:00,1791.2671986350238,2887.4879170462636,6,2019-11-09
2019-11-09 07:00:00,1678.2906454433453,1020.8430850496479,7,2019-11-09
2019-11-09 08:00:00,1721.5465323384583,1919.1785011793502,8,2019-11-09
2019-11-09 09:00:00,2986.2775985837056,3489.5614062257805,9,2019-11-09
2019-11-09 10:00:00,3601.000357645262,3253.4173417462353,10,2019-11-09
2019-11-09 11:00:00,3331.093269239095,3500.819731333544,11,2019-11-09
2019-11-09 12:00:00,4013.297332120791,4142.923570545094,12,2019-11-09
2019-11-09 13:00:00,4553.519024353185,4490.132770285564,13,2019-11-09
2019-11-09 14:00:00,3674.309970492752,3598.0801494651496,14,2019-11-09
2019-11-09 15:00:00,2691.668931058146,2646.2776424263925,15,2019-11-09
2019-11-09 16:00:00,2503.501653288293,2251.96707840861,16,2019-11-09
2019-11-09 17:00:00,2411.7971591260853,2527.064933473107,17,2019-11-09
2019-11-09 18:00:00,2348.4703860044424,2077.0627911944594,18,2019-11-09
2019-11-09 19:00:00,2738.8686948342265,2535.421003003513,19,2019-11-09
2019-11-09 20:00:00,1991.4042586133783,2341.1541782851773,20,2019-11-09
2019-11-09 21:00:00,1575.3530135192211,1602.590323427622,21,2019-11-09
2019-11-09 22:00:00,2422.707350348948,1747.1420073997099,22,2019-11-09
2019-11-09 23:00:00,1491.493170199582,1265.3981004390594,23,2019-11-09
2019-11-10 01:00:00,2157.0676229514183,1988.444125567361,1,2019-11-10
2019-11-10 02:00:00,2288.5946591029738,2063.430297856251,2,2019-11-10
2019-11-10 03:00:00,2279.6803388278054,2166.495821378048,3,2019-11-10
2019-11-10 04:00:00,2353.73489253301,2245.5463272295133,4,2019-11-10
2019-11-10 05:00:00,2374.690006128265,2289.4824055255704,5,2019-11-10
2019-11-10 06:00:00,1653.440467980351,871.6577041389388,6,2019-11-10
2019-11-10 07:00:00,807.5857003325528,948.9352048497788,7,2019-11-10
2019-11-10 08:00:00,1555.0412006422378,1667.0413359531128,8,2019-11-10
2019-11-10 09:00:00,2444.0898480119295,2409.8667750396553,9,2019-11-10
2019-11-10 10:00:00,2510.765039562025,2611.5704870102736,10,2019-11-10
2019-11-10 11:00:00,2552.4006499362713,2535.228927907075,11,2019-11-10
2019-11-10 12:00:00,3086.6468647726474,3317.281567009797,12,2019-11-10
2019-11-10 13:00:00,3650.200539600418,3620.405406637564,13,2019-11-10
2019-11-10 14:00:00,3011.7012501536824,2877.315223745338,14,2019-11-10
2019-11-10 15:00:00,2228.2418016739152,2182.753670857095,15,2019-11-10
2019-11-10 16:00:00,1919.101856516409,1740.0229418911288,16,2019-11-10
2019-11-10 17:00:00,1826.4510963438415,1962.1609244763724,17,2019-11-10
2019-11-10 18:00:00,2137.1721964686294,2080.4812094969693,18,2019-11-10
2019-11-10 19:00:00,2631.67556794595,2769.131991851043,19,2019-11-10
2019-11-10 20:00:00,1965.9630644054362,1939.2185470567633,20,2019-11-10
2019-11-10 21:00:00,1490.7534623313138,1472.2561844701163,21,2019-11-10
2019-11-10 22:00:00,1875.5705236840743,2296.1115382038724,22,2019-11-10
2019-11-10 23:00:00,1601.8421344617786,1850.6963342942163,23,2019-11-10
2019-11-11 01:00:00,1523.451410807448,1615.2362677318695,1,2019-11-11
2019-11-11 02:00:00,1947.1309821886289,1797.7761605692224,2,2019-11-11
2019-11-11 03:00:00,2065.2181067435695,1994.301207139134,3,2019-11-11
2019-11-11 04:00:00,2213.0016460740867,2117.533133730152,4,2019-11-11
2019-11-11 05:00:00,2300.8499938212326,2213.433105175068,5,2019-11-11
2019-11-11 06:00:00,1737.3412925189452,217.2006910834694,6,2019-11-11
2019-11-11 07:00:00,582.5030790077091,436.01356546335103,7,2019-11-11
2019-11-11 08:00:00,993.8571879168443,960.4421044614023,8,2019-11-11
2019-11-11 09:00:00,1287.342000774859,1252.8949899096344,9,2019-11-11
2019-11-11 10:00:00,1312.8386252506748,1262.3703188898917,10,2019-11-11
2019-11-11 11:00:00,1484.647059638046,1553.0042368312847,11,2019-11-11
2019-11-11 12:00:00,1554.4367577918179,1579.8317477477203,12,2019-11-11
2019-11-11 13:00:00,1631.6631162576202,1581.6038533042927,13,2019-11-11
2019-11-11 14:00:00,1368.8579867471972,1441.020433079313,14,2019-11-11
2019-11-11 15:00:00,1300.548257101561,1462.811986509764,15,2019-11-11
2019-11-11 16:00:00,1203.0169364260814,1213.7141870983505,16,2019-11-11
2019-11-11 17:00:00,1260.70977059791,1325.1592627737843,17,2019-11-11
2019-11-11 18:00:00,1411.10209643471,1386.179731351231,18,2019-11-11
2019-11-11 19:00:00,1636.5687511911517,1677.6776075326788,19,2019-11-11
2019-11-11 20:00:00,1479.575726514548,1545.618107973497,20,2019-11-11
2019-11-11 21:00:00,1108.799776941365,790.6554905547198,21,2019-11-11
2019-11-11 22:00:00,765.8795831057755,494.1986624616692,22,2019-11-11
2019-11-11 23:00:00,657.5555328101124,1134.483845865795,23,2019-11-11
2019-11-12 01:00:00,1695.6452028565197,1927.0799726927448,1,2019-11-12
2019-11-12 02:00:00,2158.538645652927,2198.88744797744,2,2019-11-12
2019-11-12 03:00:00,2432.4830828465065,2533.9700150155013,3,2019-11-12
2019-11-12 04:00:00,2714.058125528829,2752.308610775127,4,2019-11-12
2019-11-12 05:00:00,2883.9312596973405,2922.7809384139914,5,2019-11-12
2019-11-12 06:00:00,2111.6016705323163,2600.0168002339983,6,2019-11-12
2019-11-12 07:00:00,1886.321328830995,3191.269685214817,7,2019-11-12
2019-11-12 08:00:00,2738.536802989369,2308.8354765380145,8,2019-11-12
2019-11-12 09:00:00,3633.42581963286,3859.386772768059,9,2019-11-12
2019-11-12 10:00:00,3921.099994256846,3912.1265462865113,10,2019-11-12
2019-11-12 11:00:00,3929.9860239068375,3718.1089045025215,11,2019-11-12
2019-11-12 12:00:00,4432.1794199408905,4269.432191221909,12,2019-11-12
2019-11-12 13:00:00,4636.856412655506,4685.644411062531,13,2019-11-12
2019-11-12 14:00:00,3875.720886249891,3815.489080299933,14,2019-11-12
2019-11-12 15:00:00,2745.7869626278043,2728.421992569876,15,2019-11-12
2019-11-12 16:00:00,2522.01273401133,2414.38280107289,16,2019-11-12
2019-11-12 17:00:00,2503.580858848033,2528.6837437060713,17,2019-11-12
2019-11-12 18:00:00,2203.0446444949475,2653.7253790686045,18,2019-11-12
2019-11-12 19:00:00,2685.1933673610483,2773.801725745161,19,2019-11-12
2019-11-12 20:00:00,2066.5825600133644,2091.236098067873,20,2019-11-12
2019-11-12 21:00:00,1734.4524115691515,1955.7079514423315,21,2019-11-12
2019-11-12 22:00:00,2305.1522761597257,2210.7385390116383,22,2019-11-12
2019-11-12 23:00:00,1918.498443775699,2583.5651583638064,23,2019-11-12
2019-11-13 01:00:00,2837.4363654740314,2908.1532361285053,1,2019-11-13
2019-11-13 02:00:00,3138.144225624769,3134.7619246597556,2,2019-11-13
2019-11-13 03:00:00,3255.228354429373,3268.1975066748023,3,2019-11-13
2019-11-13 04:00:00,3334.5742175174328,3286.5497902399507,4,2019-11-13
2019-11-13 05:00:00,3364.673249904649,3328.6738285947104,5,2019-11-13
2019-11-13 06:00:00,2222.547595629763,2706.0554176873243,6,2019-11-13
2019-11-13 07:00:00,1863.9331023761522,927.0935497903575,7,2019-11-13
2019-11-13 08:00:00,1877.344765401071,2414.8729959012953,8,2019-11-13
2019-11-13 09:00:00,3513.8686692722567,3838.266044402601,9,2019-11-13
2019-11-13 10:00:00,3955.001431010434,3754.084758846515,10,2019-11-13
2019-11-13 11:00:00,4069.6469312938702,3613.7972322299174,11,2019-11-13
2019-11-13 12:00:00,4317.341591707843,4482.5176898223945,12,2019-11-13
2019-11-13 13:00:00,5096.834153847334,5088.941527238854,13,2019-11-13
2019-11-13 14:00:00,4451.298372281291,3986.973381273931,14,2019-11-13
2019-11-13 15:00:00,2543.955045123752,2260.172266314422,15,2019-11-13
2019-11-13 16:00:00,2120.297194616075,2275.5968671417313,16,2019-11-13
2019-11-13 17:00:00,2258.658564055531,2291.4715780719066,17,2019-11-13
2019-11-13 18:00:00,2263.3528886396834,2187.4130794876746,18,2019-11-13
2019-11-13 19:00:00,2912.045642846697,2705.7033387887172,19,2019-11-13
2019-11-13 20:00:00,2134.835256411593,2265.402471235083,20,2019-11-13
2019-11-13 21:00:00,1952.8261148502509,1966.2450174991995,21,2019-11-13
2019-11-13 22:00:00,2433.1858481523223,2515.478128555337,22,2019-11-13
2019-11-13 23:00:00,2196.1586043676357,844.1512654910276,23,2019-11-13
2019-11-14 01:00:00,3062.7327786637643,2909.1732310833895,1,2019-11-14
2019-11-14 02:00:00,3080.1697169136964,3057.255938593905,2,2019-11-14
2019-11-14 03:00:00,3246.0953870285807,3228.4233396610493,3,2019-11-14
2019-11-14 04:00:00,3397.6100565526776,3334.76010935262,4,2019-11-14
2019-11-14 05:00:00,3478.3744299046807,3446.697695002617,5,2019-11-14
2019-11-14 06:00:00,1950.229115707793,3502.3078769740596,6,2019-11-14
2019-11-14 07:00:00,1752.977721598746,3708.9970769030656,7,2019-11-14
2019-11-14 08:00:00,2330.886107756345,1822.4703339051007,8,2019-11-14
2019-11-14 09:00:00,3615.0255398868126,3822.458903136898,9,2019-11-14
2019-11-14 10:00:00,3999.946287858138,3547.0714708171286,10,2019-11-14
2019-11-14 11:00:00,3782.4706198352055,3636.5756118226063,11,2019-11-14
2019-11-14 12:00:00,4278.93877278584,4865.388546103278,12,2019-11-14
2019-11-14 13:00:00,5289.535823608066,5736.279565273315,13,2019-11-14
2019-11-14 14:00:00,4242.223361543306,3830.243587310196,14,2019-11-14
2019-11-14 15:00:00,2506.5539413584283,2562.7683247507975,15,2019-11-14
2019-11-14 16:00:00,2317.2065062836446,2241.9531042632707,16,2019-11-14
2019-11-14 17:00:00,2200.7022641305225,2306.1899486933994,17,2019-11-14
2019-11-14 18:00:00,2117.234442366169,2091.8538333920055,18,2019-11-14
2019-11-14 19:00:00,2702.6901193553304,2906.648870200569,19,2019-11-14
2019-11-14 20:00:00,2021.2650988306618,2075.6303002021336,20,2019-11-14
2019-11-14 21:00:00,2070.6828482342416,2164.615013279792,21,2019-11-14
2019-11-14 22:00:00,2595.012937413415,2328.4001358297296,22,2019-11-14
2019-11-14 23:00:00,2153.1447590176585,2708.897477296248,23,2019-11-14
2019-11-15 01:00:00,3075.1478383751705,3150.78424019982,1,2019-11-15
2019-11-15 02:00:00,3350.141533587503,3399.8311543927475,2,2019-11-15
2019-11-15 03:00:00,3546.2441233367704,3674.170226474941,3,2019-11-15
2019-11-15 04:00:00,3788.801303431564,3855.8486177175378,4,2019-11-15
2019-11-15 05:00:00,3977.60040240696,3989.83240717115,5,2019-11-15
2019-11-15 06:00:00,3325.9370479556546,1452.209089688009,6,2019-11-15
2019-11-15 07:00:00,1229.065786689216,1551.249290347884,7,2019-11-15
2019-11-15 08:00:00,1835.5219660573966,1779.0426102178103,8,2019-11-15
2019-11-15 09:00:00,3612.9941555335545,4099.739746371395,9,2019-11-15
2019-11-15 10:00:00,4104.721980113011,4266.916106604599,10,2019-11-15
2019-11-15 11:00:00,4325.450472844669,4131.872198572893,11,2019-11-15
2019-11-15 12:00:00,5210.692394061729,5384.36145741572,12,2019-11-15
2019-11-15 13:00:00,5861.883013188011,5817.6146974647,13,2019-11-15
2019-11-15 14:00:00,4509.372926096308,4728.051368752514,14,2019-11-15
2019-11-15 15:00:00,2760.4035070996747,2596.4203862258973,15,2019-11-15
2019-11-15 16:00:00,2506.763356917899,2394.954623599666,16,2019-11-15
2019-11-15 17:00:00,2500.300375959509,2282.239491111521,17,2019-11-15
2019-11-15 18:00:00,2057.5491520613296,1921.4644383044874,18,2019-11-15
2019-11-15 19:00:00,2577.1432067011838,3248.5751406491445,19,2019-11-15
2019-11-15 20:00:00,2321.2696714655667,2100.5881828871466,20,2019-11-15
2019-11-15 21:00:00,2226.0523932231854,2425.3489303767583,21,2019-11-15
2019-11-15 22:00:00,3064.251575870496,2696.9083697185806,22,2019-11-15
2019-11-15 23:00:00,2890.104422554319,3181.421776187607,23,2019-11-15
2019-11-16 01:00:00,3663.0540736110997,3800.515264239779,1,2019-11-16
2019-11-16 02:00:00,3928.035571151146,3913.4548940469663,2,2019-11-16
2019-11-16 03:00:00,4089.508520906554,3962.472194866331,3,2019-11-16
2019-11-16 04:00:00,4073.7631954811377,4009.226118330551,4,2019-11-16
2019-11-16 05:00:00,4068.0617945105196,4047.6682973287143,5,2019-11-16
2019-11-16 06:00:00,2062.134782974734,1370.4082806974143,6,2019-11-16
2019-11-16 07:00:00,1206.905240855729,1559.8914842131612,7,2019-11-16
2019-11-16 08:00:00,1828.9978956149282,1819.521337503683,8,2019-11-16
2019-11-16 09:00:00,3701.5273681271874,3769.4792790632328,9,2019-11-16
2019-11-16 10:00:00,3951.933903346841,3724.914723917173,10,2019-11-16
2019-11-16 11:00:00,3781.4676937773847,3826.5840671092487,11,2019-11-16
2019-11-16 12:00:00,4561.591401538765,4077.313857375143,12,2019-11-16
2019-11-16 13:00:00,4409.835209017663,4989.643910813045,13,2019-11-16
2019-11-16 14:00:00,3687.907527294703,3789.4909739436875,14,2019-11-16
2019-11-16 15:00:00,2738.1581589917478,2489.582248443233,15,2019-11-16
2019-11-16 16:00:00,2304.4378439779207,2256.3521324074836,16,2019-11-16
2019-11-16 17:00:00,2356.948848170006,2427.9614870623577,17,2019-11-16
2019-11-16 18:00:00,2103.0355890371866,1923.864678835234,18,2019-11-16
2019-11-16 19:00:00,2760.5174709237444,2825.2340661987782,19,2019-11-16
2019-11-16 20:00:00,2237.0416037126647,2051.931109995575,20,2019-11-16
2019-11-16 21:00:00,2260.1737350717162,2296.600101243167,21,2019-11-16
2019-11-16 22:00:00,2798.091454747999,2107.5948934378994,22,2019-11-16
2019-11-16 23:00:00,2230.5808323865617,1980.644596476632,23,2019-11-16
2019-11-17 01:00:00,3013.9676218446366,2634.2485756632855,1,2019-11-17
2019-11-17 02:00:00,3049.0957716624644,2791.9434301940682,2,2019-11-17
2019-11-17 03:00:00,3168.3791323367386,2950.8994344032144,3,2019-11-17
2019-11-17 04:00:00,3187.9364434784143,3036.495348874336,4,2019-11-17
2019-11-17 05:00:00,3313.5166272258584,3149.299896265123,5,2019-11-17
2019-11-17 06:00:00,2117.796747906584,2729.8790232125825,6,2019-11-17
2019-11-17 07:00:00,2103.3849253533585,2950.364236060611,7,2019-11-17
2019-11-17 08:00:00,2404.697722074875,1725.006960061964,8,2019-11-17
2019-11-17 09:00:00,2726.6356327055955,2678.6717460817936,9,2019-11-17
2019-11-17 10:00:00,2841.524464807675,2865.3181886313278,10,2019-11-17
2019-11-17 11:00:00,3115.5371495283375,2979.9870273774372,11,2019-11-17
2019-11-17 12:00:00,3726.75744708357,3923.6940042701917,12,2019-11-17
2019-11-17 13:00:00,4677.495181739385,4829.501391442188,13,2019-11-17
2019-11-17 14:00:00,3721.2087268609457,3490.9581300484365,14,2019-11-17
2019-11-17 15:00:00,2093.8109010519797,1912.8524642590805,15,2019-11-17
2019-11-17 16:00:00,1881.46653578228,1739.2897968871132,16,2019-11-17
2019-11-17 17:00:00,1727.2098912406086,1826.3063748594866,17,2019-11-17
2019-11-17 18:00:00,1953.1200337772727,2121.675667271398,18,2019-11-17
2019-11-17 19:00:00,2754.911863802656,2955.895863189243,19,2019-11-17
2019-11-17 20:00:00,2167.4924588909694,2078.90436768983,20,2019-11-17
2019-11-17 21:00:00,2098.3689039141336,2086.3967763460855,21,2019-11-17
2019-11-17 22:00:00,2566.782024319671,2364.281535427748,22,2019-11-17
2019-11-17 23:00:00,1991.2936210390892,3274.492132554943,23,2019-11-17
2019-11-18 01:00:00,2999.883140439362,2907.816658892577,1,2019-11-18
2019-11-18 02:00:00,3068.986185224555,3039.214033629837,2,2019-11-18
2019-11-18 03:00:00,3222.038397135997,3198.713911993527,3,2019-11-18
2019-11-18 04:00:00,3334.863323632539,3294.4695565368697,4,2019-11-18
2019-11-18 05:00:00,3410.822174812686,3377.7870085157783,5,2019-11-18
2019-11-18 06:00:00,2561.101659989167,918.2417578950409,6,2019-11-18
2019-11-18 07:00:00,780.0586734371698,974.6109080797692,7,2019-11-18
2019-11-18 08:00:00,1269.5715780035664,1054.968785110464,8,2019-11-18
2019-11-18 09:00:00,1469.1852947268833,1227.6539920001856,9,2019-11-18
2019-11-18 10:00:00,1331.404249378873,1359.8994413464602,10,2019-11-18
2019-11-18 11:00:00,1429.184171462533,1477.092522945295,11,2019-11-18
2019-11-18 12:00:00,1568.04526626471,1604.9921250760062,12,2019-11-18
2019-11-18 13:00:00,1513.2572378893703,1412.5735782496251,13,2019-11-18
2019-11-18 14:00:00,1286.188028636828,1307.5014051958428,14,2019-11-18
2019-11-18 15:00:00,1211.5762868954162,1143.7648188063454,15,2019-11-18
2019-11-18 16:00:00,1019.940103352387,950.7580217569199,16,2019-11-18
2019-11-18 17:00:00,1104.9081750208982,1135.3205850946304,17,2019-11-18
2019-11-18 18:00:00,1258.057238417763,1342.6578977199033,18,2019-11-18
2019-11-18 19:00:00,1505.1967762556674,1529.65547955396,19,2019-11-18
2019-11-18 20:00:00,1430.1929109524144,1292.6838505406977,20,2019-11-18
2019-11-18 21:00:00,1027.0398741468446,948.7429594026491,21,2019-11-18
2019-11-18 22:00:00,966.7998026185649,1961.2586801790223,22,2019-11-18
2019-11-18 23:00:00,1745.4441731440572,2389.0404272163682,23,2019-11-18
2019-11-19 01:00:00,3083.4927525173225,3051.368984323234,1,2019-11-19
2019-11-19 02:00:00,3322.0662773366503,2971.8983001022934,2,2019-11-19
2019-11-19 03:00:00,3192.7683316114485,2872.9178564735575,3,2019-11-19
2019-11-19 04:00:00,3010.828532172699,2793.3598517383157,4,2019-11-19
2019-11-19 05:00:00,2973.4592125908102,2789.7433972784875,5,2019-11-19
2019-11-19 06:00:00,2292.097817890544,2277.9440640371267,6,2019-11-19
2019-11-19 07:00:00,1845.9546761913632,1175.356354079331,7,2019-11-19
2019-11-19 08:00:00,1852.293864543039,1949.2149313947252,8,2019-11-19
2019-11-19 09:00:00,3294.9097466449666,3654.82009765485,9,2019-11-19
2019-11-19 10:00:00,3709.456514947187,3622.3145749860087,10,2019-11-19
2019-11-19 11:00:00,3661.337449529839,3611.529993992795,11,2019-11-19
2019-11-19 12:00:00,4217.624224565162,3935.609958258781,12,2019-11-19
2019-11-19 13:00:00,4491.603883851973,4455.260986420381,13,2019-11-19
2019-11-19 14:00:00,3685.199214799088,3777.7223201343268,14,2019-11-19
2019-11-19 15:00:00,2851.7624422638783,2640.8370160907,15,2019-11-19
2019-11-19 16:00:00,2290.587000465051,2322.751924088525,16,2019-11-19
2019-11-19 17:00:00,2373.602954226969,2533.510536011946,17,2019-11-19
2019-11-19 18:00:00,2233.97025870722,2199.328561053108,18,2019-11-19
2019-11-19 19:00:00,2677.5233860390135,2634.1960027795603,19,2019-11-19
2019-11-19 20:00:00,1916.5189505272392,2153.0550050909596,20,2019-11-19
2019-11-19 21:00:00,1737.059418580531,1731.5038436603,21,2019-11-19
2019-11-19 22:00:00,2046.1870848164003,1427.866762896941,22,2019-11-19
2019-11-19 23:00:00,1803.4314146515098,1460.5514563171746,23,2019-11-19
2019-11-20 01:00:00,2209.642574820734,2016.5426395822656,1,2019-11-20
2019-11-20 02:00:00,2295.9590072998417,2118.435197162913,2,2019-11-20
2019-11-20 03:00:00,2349.8804245556057,2249.188148084634,3,2019-11-20
2019-11-20 04:00:00,2385.970093726713,2346.3935128821977,4,2019-11-20
